	Collaborative	Comments	Date	Day	Dogs	Equipment	Month	NoActivity	Other	Other_Activity	PhotoFiles	Power_Boats	Precipation	Precipitation	Ratio	Ratio_LESA	Ratio_WESA	RecordID	Sea_State	Site	SiteID	SiteName	Source	Survey Site	Tide_End	Tide_Start	Tide_State_End	Tide_State_Start	Time_End	Time_Start	Unpowered_Boat	Vis_Reason	Vis_Reason_Other	Visibility	Walkers	Weather	YES_NO_WESA_Obs	Year
514	Collaborative		2015-07-18 00:00:00	18.0		Both	7.0						None					NJEN2015718	Calm		NJEN	Jensens Bay N	Manual				High-tide	Mid-tide	14:15:00	12:00:00				500m		Clear	I did not observe any Western Sandpipers during the entire survey	2015.0
515	Collaborative		2015-07-19 00:00:00	19.0		Both	7.0						None					NJEN2015719	Calm		NJEN	Jensens Bay N	Manual				High-tide	Mid-tide	14:45:00	12:45:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	2015.0
516	Independent		2015-07-18 00:00:00	18.0		Both	7.0				JS01-JS05		None					SJEN2015718	Calm		SJEN	Jensens Bay S	Manual				High-tide	Mid-low 	14:00:00	12:00:00				1km		Clear	I saw at least 1 WESA during the survey	2015.0
517	Collaborative		2015-07-19 00:00:00	19.0		Both	7.0						None					SJEN2015719a	Calm		SJEN	Jensens Bay S	Manual				High-tide	Mid-tide	14:30:00	13:00:00				500m		Clear	I did not observe any Western Sandpipers during the entire survey	2015.0
518	Collaborative		2015-07-18 00:00:00	18.0		Binoculars	7.0						None					BB122015718	Calm		BB12	Boundary Bay 112	Manual				High-tide	Mid-low 	19:00:00	16:30:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	2015.0
519	Collaborative		2015-07-19 00:00:00	19.0		Binoculars	7.0						None					BB122015719	Calm		BB12	Boundary Bay 112	Manual				High-tide	Mid-low 	19:45:00	17:15:00				1km		Clear	I saw at least 1 WESA during the survey	2015.0
520	Collaborative		2015-08-15 00:00:00	15.0		Binoculars	8.0						None					BB122015815	Calm		BB12	Boundary Bay 112	Manual				High-tide	Mid-high 	18:30:00	16:00:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	2015.0
521	Collaborative		2015-08-16 00:00:00	16.0		Binoculars	8.0											BB122015816			BB12	Boundary Bay 112	Manual				High-tide	Mid-high 	17:00:00	16:30:00				500m		Clear		2015.0
522	Independent		2015-07-19 00:00:00	19.0	2	Both	7.0					1	None			4.0	12.0	IONA2015719a	Rippled		IONA	Iona Island	Manual		Mid-High	Low-tide	Mid-high 	Low-tide	18:30:00	16:00:00		Glare		1km	15	Clear	I saw at least 1 WESA during the survey	2015.0
523	Collaborative		2015-07-18 00:00:00	18.0	5	Both	7.0					0	None					IONA2015718	Rippled		IONA	Iona Island	Manual		High-Tide	Mid-Low	High-tide	Mid-low 	18:45:00	16:15:00		Glare		1km	27	Clear	I did not observe any Western Sandpipers during the entire survey	2015.0
524	Independent		2015-07-19 00:00:00	19.0	2	Binoculars	7.0					0	None			4.0	11.0	IONA2015719	Rippled		IONA	Iona Island	Manual		250m	4000m	High-tide	Low-tide	18:30:00	16:00:00	0.0			1km	15	Clear	I saw at least 1 WESA during the survey	2015.0
525	Single Observer		2015-07-20 00:00:00	20.0	1	Binoculars	7.0					0	None			0.0	0.0	IONA2015720	Rippled		IONA	Iona Island	Manual		250m	3000m	High-tide	Mid-low 	19:00:00	16:30:00	0.0			1km	8	Clear	I did not observe any Western Sandpipers during the entire survey	2015.0
526	Single Observer		2015-08-14 00:00:00	14.0	3	Binoculars	8.0				IMG_0001	0	None			0.0	107.0	IONA2015814	Choppy		IONA	Iona Island	Manual		50m	4000m	High-tide	Low-tide	17:00:00	14:30:00	0.0			1km	5	Overcast	I saw at least 1 WESA during the survey	2015.0
527	Single Observer		2015-08-16 00:00:00	16.0	4	Binoculars	8.0					0	None			0.0	330.0	IONA2015816	Rippled		IONA	Iona Island	Manual		100m	4000m	High-tide	Low-tide	18:00:00	15:30:00	0.0	Glare		1km	11	Clear	I saw at least 1 WESA during the survey	2015.0
528	Single Observer		2015-08-17 00:00:00	17.0	1	Binoculars	8.0					0	None			0.0	213.0	IONA2015817	Rippled		IONA	Iona Island	Manual		500m	4000m	High-tide	Low-tide	18:00:00	15:30:00	0.0			1km	4	Partly-Cloudy	I saw at least 1 WESA during the survey	2015.0
529	Single Observer		2015-07-18 00:00:00	18.0	2	Both	7.0						None			0.0		BBMB2015718	Rippled		BBMB	Boundary Bay Mud Bay	Manual					Mid-low 	19:15:00	16:45:00		Other	Heat Haze	500m	12	Clear		2015.0
530	Single Observer		2015-07-19 00:00:00	19.0	3	Both	7.0						None			0.0		BBMB2015719	Rippled		BBMB	Boundary Bay Mud Bay	Manual				High-tide	Mid-low 	19:45:00	17:15:00		Other	Heat Haze	500m	15	Clear		2015.0
531	Single Observer		2015-08-15 00:00:00	15.0	1	Both	8.0		3		Paaddleboarders		None			1.0	2.2333333333333334	SDNY2015815	Rippled		SDNY	Sidney Island	Manual				Mid-high 	Mid-low 	15:30:00	13:00:00	2.0			1km	2	Overcast	I saw at least 1 WESA during the survey	2015.0
532	Single Observer		2015-08-16 00:00:00	16.0		Both	8.0						None			250.0	410.0	SDNY2015816	Rippled		SDNY	Sidney Island	Manual				Mid-high 	Mid-low 	16:00:00	13:30:00	2.0	Glare		1km	4	Partly-Cloudy		2015.0
533	Single Observer		2015-07-18 00:00:00	18.0			7.0											BB042015718			BB04	Boundary Bay 104	Manual						19:00:00	16:30:00							I did not observe any Western Sandpipers during the entire survey	2015.0
534	Single Observer		2015-07-19 00:00:00	19.0			7.0											BB042015719			BB04	Boundary Bay 104	Manual						19:45:00	17:15:00							I did not observe any Western Sandpipers during the entire survey	2015.0
535	Single Observer	Short due to biker needing ride to hospital	2015-08-16 00:00:00	16.0			8.0											BB042015816			BB04	Boundary Bay 104	Manual						19:00:00	16:30:00							I did not observe any Western Sandpipers during the entire survey	2015.0
536	Single Observer		2015-08-17 00:00:00	17.0			8.0											BB042015817			BB04	Boundary Bay 104	Manual						19:00:00	16:30:00							I did not observe any Western Sandpipers during the entire survey	2015.0
537																							Manual															
538																							Manual															
539																							Manual															
540																							Manual															
541																							Manual															
542																							Manual															
543																							Manual															
544																							Manual															
545																							Manual															
546																							Manual															
547																							Manual															
548																							Manual															
549																							Manual															
550																							Manual															
551																							Manual															
552																							Manual															
553																							Manual															
554																							Manual															
555																							Manual															
556																							Manual															
557																							Manual															
558																							Manual															
559																							Manual															
560																							Manual															
561																							Manual															
562																							Manual															
563																							Manual															
564																							Manual															
565																							Manual															
566																							Manual															
567																							Manual															
568																							Manual															
569																							Manual															
570																							Manual															
571																							Manual															
572																							Manual															
573																							Manual															
574																							Manual															
575																							Manual															
576																							Manual															
577																							Manual															
578																							Manual															
579																							Manual															
580	Single Observer	"A flock of 9 peeps observed, probably Leasts based on hunched posture, but too far away (100 metres plus) with vertical sun to identify with certainty. 

Flock remained in position, feeding, until just when the observations stopped (1410 hrs), when they flew off."		17		Both Binoculars and Scope	7	No activity						None	0 WESA; 9 LESA			VRYL2015717	Rippled		VRYL	View Royal	Online		Mid-tide	Low-tide	Mid-tide	Low-tide	14:00:00	11:30:00				250m		Clear	I did not observe any Western Sandpipers during the entire survey	
581		"Small flock of 5 LESA at start, joined by another 6 LESA at 12:45. All 11 remained on shore near tide line (very close to where the LESA were on July 17) for rest of survey time. 

Could not detect yellowish legs, but walked across mudflat after survey for a closer look; they were clearly LESA.

No reaction to either a bald eagle or a Cooper's hawk flying by within 150 metres of the shorebirds."		18		Both Binoculars and Scope	7	No activity						None	0 WESA; 11 LESA			VRYL2015718	Rippled		VRYL	View Royal	Online		Mid-tide	Low-tide	Mid-tide	Low-tide	14:00:00	11:30:00				100m		Clear	I did not observe any Western Sandpipers during the entire survey	
582	Single Observer	"Thanks for this opportunity to participate.
For this site (Ships Point) I think the timing would have been better   starting an hour later as peeps are most active there in the head of the bay, behind the 'spit'. From now on I will pay more attention to peeps outside the 'spit'.
I'm not confident at all with my Start Time Tide Line as the tide was so far distant."		18	1.0	Spotting scope	7				IMG_0206 to IMG_0214; IMG_0224 to IMG_0229	0		None	0 WESA; 0 LESA			SHPO2015718	Rippled		SHPO	Ships Point	Online		near high	mid-low	Mid-high	Mid-low	18:30:00	16:00:00	0			1km	11	Clear	I did not observe any Western Sandpipers during the entire survey	
583	Independent 	The small flock of LESA that were here the last two days were not present today.		19		Both Binoculars and Scope	7							Rain	0			VRYL2015719	Rippled		VRYL	View Royal	Online		Mid-tide	Mid-low	Mid-tide	Mid-low	14:30:00	12:00:00	4			100m		Clear	I did not observe any Western Sandpipers during the entire survey	
584	Independent 	The tide timing for this site was spot-on.		17	1.0	Both Binoculars and Scope	7							None	10 WESA; 4 LESA			SANM2015717	Choppy		SANM	San Malo	Online		Mid-high	Mid-low	Mid-high	Mid-low	18:00:00	15:30:00				1km	1	Clear	I saw at least 1 WESA during the survey	
585	Single Observer			18		Both Binoculars and Scope	7							None	12 WESA; 3 LESA			SANM2015718	Rippled		SANM	San Malo	Online		Mid-high	Mid-low	Mid-high	Mid-low	18:30:00	16:00:00				1km	1	Clear	I saw at least 1 WESA during the survey	
586	Independent 			19	2.0	Both Binoculars and Scope	7							None	3 WESA; 30 LESA			SANM2015719	Rippled		SANM	San Malo	Online		Mid-high	Mid-low	Mid-high	Mid-low	19:00:00	16:30:00				1km	3	Clear	I saw at least 1 WESA during the survey	
587	Collaborative	The survey site should be changed to the WestCan Terminal located at the center of the estuary.  This is where we spotted the LESA, otherwise we probably would have missed them at the normal survey site on the south side of the estuary.		20	1.0	Both Binoculars and Scope	7							None	0 WESA: 15 LESA			COWC2015720	Rippled		COWC	Cowichan Bay	Online		Mid-low tide	Low tide	Mid-low	Low-tide	15:35:00	14:30:00				1km	2	Clear	I did not observe any Western Sandpipers during the entire survey	
588	Independent 			17	1.0	Both Binoculars and Scope	7							None	0:0			CHEM2015717	Choppy		CHEM	Chemainus River Delta	Online		Mid High	Mid-low	Mid-high	Mid-low	17:00:00	14:30:00				1km	3	Clear	I did not observe any Western Sandpipers during the entire survey	
589	Collaborative			19		Both Binoculars and Scope	7					2		None	0:0			CHEM2015719	Rippled		CHEM	Chemainus River Delta	Online		mid-tide	Mid-low	Mid-tide	Mid-low	16:30:00	14:00:00				1km	1	Clear	I did not observe any Western Sandpipers during the entire survey	
590	Single Observer	I moved back and forth along the foreshore during this survey. Visibility from the site itself (in front of the buildings under the PUMA colony) is limited by the two wharves there. 		19	8.0	Binoculars-only	7			Machine noise from buildings immediately adjacent to survey site (power tools etc.)	None	0		None	1:0			ESQU2015719	Calm		ESQU	Esquimalt Lagoon	Online		Unchanged	0.7 m (Victoria)	Low-tide	Low-tide	14:32:00	12:00:00	0			1km	28	Clear	I saw at least 1 WESA during the survey	
591	Independent 			18		Both Binoculars and Scope	7					1		None	0:0			CHEM2015718	Rippled		CHEM	Chemainus River Delta	Online		mid-tide	Mid-low	Mid-tide	Mid-low	17:00:00	14:30:00				1km	2	Clear	I did not observe any Western Sandpipers during the entire survey	
592	Single Observer			19		Both Binoculars and Scope	7	No activity						None	0 WESA  0 LESA			FANY2015719	Rippled		FANY	Fanny Bay	Online		3.7	1.9	Mid-high	Mid-low	19:00:00	16:30:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	
593	Independent 	"Single PEFA soared in 25 km/hr wind over the south end of the bay for 7 minutes, harassed by a bald eagle and being harassed by swallows. No Peeps in the bay, so PEFA left, never landing. (There were 9-11 LESA in the bay the two previous days. Bad luck!)

Tide had, by 1345 hrs, flooded the apparently-preferred LESA site (near a fresh-water channel across the muck)."		20			7	No activity						None	0: 0			VRYL2015720	Rippled		VRYL	View Royal	Online		Mid-tide	Mid-low	Mid-tide	Mid-low	15:00:00	12:30:00				100m		Clear	I did not observe any Western Sandpipers during the entire survey	
594	Single Observer	From the viewing platform, much of the observation area was directly into sun.  Had there been peeps in the area, they would have been difficult to identify or even photograph.  A viewing area on the other side of the bay, if possible, would be preferable.  This would not be a  problem on a cloudy day or at an earlier time of day. 		20		Both Binoculars and Scope	7	No activity						None				FANY2015720	Choppy		FANY	Fanny Bay	Online		3.5	2	Mid-high	Mid-low	19:15:00	16:45:00		Glare		500m		Clear	I did not observe any Western Sandpipers during the entire survey	
595	Collaborative	It seems odd that input fields change (one duplicate) as we go through the form. I am almost certain that the WESA vs peeps choice did not appear my first time through but only when I reviewed the data.		18	0.0	Both Binoculars and Scope	7			Counted only those moving along the shore where sandpipers might have been affected (i.e. not people and dogs on hiking trails along the shore) or on the beach near the outflow.	I do not have access to the files while submitting this info online. All will be of the format [Wittys Kramer 2015 July ...] with details to differentiate them from each other and indicate main subject.	0		None	No measure			WITT2015718	Rippled		WITT	Wittys Lagoon	Online		Low	Low	Low-tide	Low-tide	14:00:00	11:30:00	0		some heat haze affected viewing right along water level	1km	2	Clear	I saw at least 1 WESA during the survey	
596	Collaborative	"Note that the attack was not actually during the survey period. Merlin as attacker not confirmed but likely. Rapid brief action was partly obscured behind island while we were setting up. Not sure if it had a prey or not when left.

There was also a flight across the lagoon by probable Coopers hawk to attack a probable sparrow sp in marsh grasses."		19	1.0		7			"As noted yesterday, only counted activity when it might have disturbed any birds present in the survey area. There was an additional walker along the shore in the area where peeps were seen as we were setting up.

Note that the tide level in the lagoon was similar on both days. It was fairly low, with some intertidal shore and sand bars exposed, but did not change much as the rising tide did not enter the lagoon during the survey period."	"Did not repeat photo of site (essentially the same).
Will send photos of birds (distant) for possible id in format [Wittys Kramer 2015 July ...]"	0		None	No measure			WITT2015719	Rippled		WITT	Wittys Lagoon	Online		Low	Low	Low-tide	Low-tide	14:30:00	12:00:00	2			1km	2	Clear	I saw at least 1 WESA during the survey	
597	Collaborative	"Other birds using survey site during observation period included:
BLOY 6
GBHE 1
NOCR 9
GWGU 2
CAGO 39
BAEA (flying through) 3"		17	3.0	Both Binoculars and Scope	7			"Walkers included 2 children and their parents associated with one of boats at anchor; children were playing in water close to exposed mudflat in survey area.

One of power boats at anchor (with the 2 children) was present at start of survey and departed at 1440. The other boat at anchor remained throughout but did not create a disturbance.

3 dogs and 2 people in an unpowered dinghy came ashore in survey area at 1530 and remained through the end of the survey period."	please see photo numbers on 20 July 2015 submission.	2 @ anchor		None	0 WESA; 0 LESA			WINT2015717	Rippled		WINT	Winter Cove	Online		18m from survey point	45m from survey point	Mid-tide	Low-tide	16:00:00	13:30:00	1			1km	6	Clear	I did not observe any Western Sandpipers during the entire survey	
598	Collaborative	"Other birds using the survey site included the following:
BLOY 5
GBHE 2
OSPR (perched in snag above survey area for 30 minutes) 1
CAGO 45
NOCR 3
GWGU 5
RTHA (flew through) 1
plus NRSW, VGSW & BASW aloft throughout survey period"		18	3.0	Both Binoculars and Scope	7			Walkers and dogs paused in and then strolled through survey area; dogs played on exposed mudflat within the survey area and also entered the water there.	Site photo file names recorded on 20 July submission.	0		None	0 WESA; 0 LESA			WINT2015718	Calm		WINT	Winter Cove	Online		20m from survey point	45m from survey point	Mid-tide	Low-tide	16:00:00	13:30:00	0			1km	3	Clear	I did not observe any Western Sandpipers during the entire survey	
599	Collaborative	"Other birds using survey site included the following:
BLOY 3
CAGO 25
GWGU 4
GBHE 1
NOCR 1"		19	2.0	Both Binoculars and Scope	7			"Powered dinghy with dogs and people was present in survey area from 1550 to 1630.

Kayakers (5) arrived prior to survey start and departed at 1410."	Site photo file names recorded on 20 July 2015 submission.	1		None	0 WESA; 0 LESA			WINT2015719	Rippled		WINT	Winter Cove	Online		20m from survey point	38m from survey point	Mid-tide	Low-tide	16:30:00	14:00:00	5 kayaks; 5 paddlers			1km	9	Clear	I did not observe any Western Sandpipers during the entire survey	
600	Collaborative	This site is a set of tidally recharged shallow pools and mud.  They are the very last available feeding location at high tide and can host large numbers of shorebirds and a few falcons.  They are best right at high tide.  Suggest adjusting the timeing for this site to 1.5 hrs prior to high tide until 1 hr after high tide.  		19	0.0	Both Binoculars and Scope	7			ultralight made 3 low passes near survey area		0		None				EIDE2015719	Rippled		EIDE	Eide Rd	Online		10.5'	7'	Mid-high	Mid-tide	20:00:00	17:30:00	0			1km	0	Clear	I saw at least 1 WESA during the survey	
601	Collaborative	"Please see photos emailed and corresponding positions on maps (17 & 20 July) for site detail.

This Winter Cove site (within the GINPR) has considerable boat/beach walker/dog traffic that may discourage shorebird use.

Other birds using the site during survey included:
NOCR 14 (feeding young)
CAGO 30
BLOY 3
GWGU 5
DCCO 4"		20	1.0	Both Binoculars and Scope	7			"Dog's owners were on trail, but their dog ran on the beach and in the water of the survey site for about 1/2 hour.

Site was very windy (strong gusts from SE) from 1400 to 1445 hours.

20 July observation period did not include a big tidal change, so not as much mud-flat or ""beach"" was exposed as on preceding 3 days. Most of surface available for shorebird foraging was weed- and shell-covered reef."	"Three photos of the site surveyed have been emailed:
Winter Cove July 2015 - S1
Winter Cove July 2015 - S2
Winter Cove July 2015 - S3

Please see maps for 17 and 20 July for reference to photo sites."			None	0 WESA; 0 LESA			WINT2015720	Rippled		WINT	Winter Cove	Online		25m from survey position	30m from survey position	Mid-tide	Low-tide	16:30:00	14:00:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	
602	Single Observer	"At 7:16 pm (16 minutes after the end of the survey 12 peeps flew overhead without landing.
Shorebirds seen during survey time were 12 killdeer, and 1 Greater yellowlegs"		18	8.0	Both Binoculars and Scope	7			6 Clam diggers	No decent camera.			None	0 WESA, 0 LESA			NANO2015718	Calm		NANO	Nanoose Bay	Online		High tide	Mid tide	High-tide	Mid-tide	19:00:00	16:30:00				1km	21	Clear	I did not observe any Western Sandpipers during the entire survey	
603	Single Observer	"At 6:45pm on the second to last count 5 LESA were identified. On the 7pm, and last count 4 LESA were identified in the same group. They did land. Total of 5 LESA. Zero WESA.

Other shorebirds included Killdeer, and 12 Greater Yellowlegs."		19	1.0	Both Binoculars and Scope	7							None	0 WESA, 5 LESA			NANO2015719	Calm		NANO	Nanoose Bay	Online		High tide	Mid tide	High-tide	Mid-tide	19:00:00	16:30:00				1km	8	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
604	Single Observer	One Greater Yellowlegs and 9 LESA were observed during the observation period, more shorebirds than on any previous survey day.		18		Both Binoculars and Scope	7	No activity						None	n/a			PEDD2015718	Calm		PEDD	Pedder Bay	Online		1.2 metres (estimate)	0.6 metres	Mid-tide	Low-tide	14:00:00	11:30:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	
605	Single Observer			19		Both Binoculars and Scope	7	No activity						None	n/a			PEDD2015719	Calm		PEDD	Pedder Bay	Online		1.3 metres (estimate)	0.7 metres	Mid-tide	Mid-low	14:30:00	12:00:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	
606	Collaborative	"At the end of the survey time there was water flowing in (leakage)through the temporary dike, recharging the ponds.

Other  birds:  dowitchers and yellowlegs were still flying in from the direction of the river/Port Susan.

The first pond was essentially dry with a small puddle that occasionally had a yellowlegs.  No birds were in the smaller third pond."		18	0.0	Both Binoculars and Scope	7							None				EIDE2015718	Calm		EIDE	Eide Rd	Online						19:30:00	17:00:00		Other	vegetation prevented seeing all ponds simultaneously; also, viewing westward into the sun	250m	3	Clear	I saw at least 1 WESA during the survey	
607	Collaborative	"18:00 - 3 Merlin perched at top of large fir tree on SE side of lagoon
18:43 - 1 Merlin flew across lagoon from SE to NW
19:00 - 1 Merlin flew on the west side of the lagoon from N to S"		19		Both Binoculars and Scope	7							None	0			PIPE2015719	Calm		PIPE	Pipers Lagoon	Online		12	7.6	Mid-high	Mid-low	19:15:00	17:15:00				1km	15	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
608	Collaborative	Merlin flew in, perched on limb of cedar tree at SE corner of lagoon (20 sec), then flew north across lagoon and away.		17		Both Binoculars and Scope	7							None	0			PIPE2015717	Rippled		PIPE	Pipers Lagoon	Online		12.1	7.1	Mid-high	Mid-low	18:15:00	16:15:00	1			1km	7	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
609		"No water in bay @10:30, Cannot draw tide line.  22 dowitchers.
@1230 44 whimbrels and many gulls arrive as mud banks further out get covered up.
@1300 more mud showing on far shore than on my shore."		17		Both Binoculars and Scope	7			Planes taking off and landing				None	na			GRIC2015717	Calm		GRIC	Grice Bay	Online				Mid-high	Mid-low	13:00:00	10:30:00		Glare	heat distortion	500m		Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
610		"Note on tide map, no water in the bay at start.
1130 - 21 Dowitchers feeding in creek on mudflats. Same location as yesterday.
1200 - now 42 Dowitchers + 2 Yellowlegs
1245 - 6 GB Herons + 20 Gulls sp. arrive. Fewer planes today. Planes dont flush birds. Dowitchers fly to other side of bay. Fly in a group like peeps.
1330 - 2 Killdeer arrive
1355 - Dowitchers and gulls leave, mud flats almost covered"		18		Both Binoculars and Scope	7	No activity		Airplanes taking off and landing (6 takeoffs or landings)				None	na			GRIC2015718	Calm		GRIC	Grice Bay	Online				High-tide	Mid-tide	14:00:00	11:30:00		Other	glare and heat distortion	500m		Clear	I did not observe any Western Sandpipers during the entire survey	
611		"1200 - 7 Dowitchers feeding in the usual spot.
1300 - Black bear on far shore. Kayaks arrive. Gulls and great blue herons arrive. Outer mudflats covered.
1330 - 20 Dowitchers arrive on the far side of the bay.
1345 - Flock (20) of big, dark shorebirds fly in and then out of the bay. I think they were dowitchers.
1400 - Wind from the SE increases to 15km.

About 6 landings by planes."		19		Both Binoculars and Scope	7			Planes taking off and landing.				None				GRIC2015719	Rippled		GRIC	Grice Bay	Online				High-tide	Mid-tide	14:30:00	00:00:00	2 kayaks	Glare	glare and heat distortion	500m		Clear	I did not observe any Western Sandpipers during the entire survey	
612	Collaborative	The number of walkers and dogs reported is an average based on a count every half hour.  The maximum number counted at any one time was 32 walkers and 8 dogs.		17	4.0	Both Binoculars and Scope	7			  		1		None				ISVI2015717	Rippled		ISVI	Island View	Online		2	0.8	Mid-high	Mid-low	16:30:00	14:00:00	1			1km	22	Clear	I did not observe any Western Sandpipers during the entire survey	
613	Collaborative	The number of walkers and dogs is an average based on a count every half hour.  The largest number seen at any one count was 59 walkers and 14 dogs.		18	9.0	Both Binoculars and Scope	7					0		None				ISVI2015718	Calm		ISVI	Island View	Online		1.7	0.7	Mid-high	Mid-low	16:30:00	14:00:00	3			1km	46	Clear	I did not observe any Western Sandpipers during the entire survey	
614	Collaborative	The number of walkers and dogs is an average based on a count every half hour.  The maximum count at any one time was 68 walkers and 19 dogs.		19	8.0	Both Binoculars and Scope	7					7		None				ISVI2015719	Rippled		ISVI	Island View	Online		1.8	0.9	Mid-high	Mid-low	17:00:00	14:30:00	2			1km	40	Clear	I did not observe any Western Sandpipers during the entire survey	
615	Collaborative	"The numbers of walkers and dogs given is an average based on a count every half hour. The maximum numbers seen at any one time was 17 walkers and 12 dogs.

Two semipalmated sandpipers were seen."		20	6.0	Both Binoculars and Scope	7					0		None				ISVI2015720	Choppy		ISVI	Island View	Online		1.9	1.1	Mid-high	Mid-low	17:30:00	15:00:00	0			1km	12	Clear	I did not observe any Western Sandpipers during the entire survey	
616	Single Observer	I need further specific training before I can hope to identify species of peeps from a distance of > 200 metres. Body posture, bill length, body colouration, leg colour and even comparative size don't seem to work for me. Quite frustrating, so I will abandon attempts to identify between the LESA and WESA for the rest of this survey. Better training next year, perhaps?		14		Both Binoculars and Scope	8	No activity						None				VRYL2015814	Rippled		VRYL	View Royal	Online		Mid-tide	Mid-low	Mid-tide	Mid-low	12:00:00	10:00:00				250m		Overcast	I saw at least 1 WESA during the survey	
617	Single Observer	"First ""attack"" was half-hearted, one low pass. Second attack successful, on a small, dense flock of 80 peeps that had just landed at edge of water (actually in the water, not on shore). Did not observe the PEFA approach; just saw it drop onto the peeps from a height of maybe 2 metres and fly off to the west into trees with a sandpiper in its talons."		15		Both Binoculars and Scope	8	No activity						None				VRYL2015815	Rippled		VRYL	View Royal	Online		Mid-tide	Low-tide	Mid-low	Low-tide	12:30:00	10:30:00				100m		Overcast	I saw at least 1 WESA during the survey	
618	Independent 	"I drove over to the other side of the lagoon at about 12:45 to see if any sandpipers were using the mudflats there (north end of the lagoon at the foot of the bridge down from Fort Rodd Hill). There were not, but have you considered surveying from there? There are more people and dogs but also more mudflat habitat. There's only a narrow strip of shoreline at the current observation site (though there's also a conveniently-situated Portapotty...)

If you want to add a site, Cecilia Creek estuary is currently being used by various migrating waders. It's called Victoria--Selkirk Waterfront, Gorge Waterway on eBird if you want to take a look at what's there."		15	7.0	Binoculars-only	8					0						ESQU2015815	Choppy		ESQU	Esquimalt Lagoon	Online						13:00:00	10:25:00	3			1km	9	Overcast	I did not observe any Western Sandpipers during the entire survey	
619	Single Observer	Peeps seemed relaxed, so presumably no recent falcon attack. One of the two flocks was usually very dispersed (single birds and couples), feeding steadily.		16		Both Binoculars and Scope	8	No activity						None				VRYL2015816	Rippled		VRYL	View Royal	Online		Mid-tide	Mid-low	Mid-tide	Mid-low	13:00:00	11:00:00				100m		Clear	I saw at least 1 WESA during the survey	
620	Single Observer	"Perhaps the survey could start a half-hour later and end later too?
The tide fully covers the head of the bay after the survey has ended. All of the bay near the road is visible anyway so may not be necessary.
Pleasure to be part of it all and check out results later. Interesting."		16	2.0	Both Binoculars and Scope	8			"2 of the walkers were oyster/ clam workers dragging a ""predator net""  to their truck."		1		None	0WESA; 0 LESA			SHPO2015816	Calm		SHPO	Ships Point	Online		Nearly high	Mid-tide	High-tide	Mid-tide	18:00:00	15:30:00				1km	10	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
621	Single Observer	Consider asking counters to go to the site closer to high tide, as the peeps will come within range for identification. Local residents report that the peeps come in quite close and are quite noisy.		17		Both Binoculars and Scope	8			"1 kayak along shore; no visible effect on peeps.
2 canoeists dragged canoe inland up middle of mudflat; no visible effect on peeps."				None				VRYL2015817	Choppy		VRYL	View Royal	Online		Mid-tide	mid-low	Mid-tide	Mid-low	13:30:00	11:30:00	3			100m		Clear	I saw at least 1 WESA during the survey	
622	Independent 	For all 4 observations, the viewing point (the raised platform) was too distant from the area of the shorebirds to detect their presence until at least an hour after the start of the observation period.  A better observation point would be the beach accessed by a short trail at the end of Tozer Road.		15		Binoculars-only	8	No activity						None	65 WESA			FANY2015815	Rippled		FANY	Fanny Bay	Online		3.8 m	2.1 m	Mid-high	Mid-low	18:00:00	15:30:00				1km		Overcast	I saw at least 1 WESA during the survey	
623	Independent 	After both falcon attacks on the 15th and 16th the peeps left the area and did not return during the observation period. 		16		Binoculars-only	8	No activity						None				FANY2015816	Rippled		FANY	Fanny Bay	Online		3.7 m	2.2 m	Mid-high	Mid-low	18:00:00	15:30:00				1km		Clear	I saw at least 1 WESA during the survey	
624	Collaborative	First observation day in three years where WESA were in the bay.		15		Both Binoculars and Scope	8	No activity						None				PEDD2015815	Calm		PEDD	Pedder Bay	Online		1.3 metres	0.7 metres	Mid-high	Mid-low	13:00:00	10:30:00				1km		Overcast	I saw at least 1 WESA during the survey	
625	Collaborative	Most of the WESA and LESA were obscured from view due to rocks on the shore for much of the last 1.5 hours of the survey		16			8	No activity						None	8 WESA; 14 LESA			PEDD2015816	Calm		PEDD	Pedder Bay	Online		1.3 metres	0.8 metres	Mid-tide	Low-tide	13:30:00	11:00:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
